Date,Month_Year,PM10,PM2.5,WeekDay,PAW_60cm,Max_Daily_Temp_C
2016-03-04,03-16,14,64,6,100.88,6
2016-03-05,03-16,20,94,7,100.88,8.9
2016-03-06,03-16,8,28,1,100.88,6.3
2016-03-07,03-16,11,89,2,100.88,4.4
2016-03-08,03-16,33,75,3,100.88,5.2
2016-03-09,03-16,30,27,4,100.88,6.8
2016-03-10,03-16,68,15,5,100.88,2.7
2016-03-11,03-16,57,50,6,100.88,4.3
2016-03-12,03-16,26,93,7,100.88,2.7
2016-03-13,03-16,26,49,1,100.88,1.3
2016-03-14,03-16,39,69,2,100.88,4.6
2016-03-15,03-16,29,26,3,100.88,2.6
2016-03-16,03-16,35,44,4,100.88,5.5
2016-03-17,03-16,44,85,5,100.88,11.1
2016-03-18,03-16,48,30,6,100.88,13.3
2016-03-19,03-16,23,35,7,100.88,5.2
2016-03-20,03-16,12,8,1,100.88,4.8
2016-03-21,03-16,9,50,2,100.88,7.3
2016-03-22,03-16,14,84,3,100.88,5.9
2016-03-23,03-16,12,46,4,100.88,6.8
2016-03-24,03-16,18,50,5,100.88,8.6
2016-03-25,03-16,19,53,6,100.88,6.6
2016-03-26,03-16,11,44,7,100.88,9.3
2016-03-27,03-16,9,43,1,100.88,13.3
2016-03-28,03-16,7,7,2,100.88,14.6
2016-03-29,03-16,7,3,3,100.88,11.1
2016-03-30,03-16,8,6,4,100.88,11.5
2016-03-31,03-16,22,79,5,100.88,9.5
2016-04-01,04-16,13,51,6,94.8,6.5
2016-04-02,04-16,17,63,7,94.8,15.5
2016-04-03,04-16,24,56,1,94.8,20.9
2016-04-04,04-16,33,90,2,94.8,20.7
2016-04-05,04-16,27,97,3,94.8,21.7
2016-04-06,04-16,13,55,4,94.8,14.8
2016-04-07,04-16,13,14,5,94.8,11.4
2016-04-08,04-16,20,16,6,94.8,13.4
2016-04-09,04-16,20,68,7,94.8,12.7
2016-04-10,04-16,19,46,1,94.8,11.5
2016-04-11,04-16,29,79,2,94.8,11.3
2016-04-12,04-16,26,99,3,94.8,17.2
2016-04-13,04-16,23,38,4,94.8,18.1
2016-04-14,04-16,25,60,5,94.8,12.6
2016-04-15,04-16,14,37,6,94.8,13.8
2016-04-16,04-16,9,68,7,94.8,13.1
2016-04-17,04-16,8,31,1,94.8,9.9
2016-04-18,04-16,13,88,2,94.8,12.7
2016-04-19,04-16,21,4,3,94.8,10.6
2016-04-20,04-16,17,60,4,94.8,12.3
2016-04-21,04-16,21,32,5,94.8,18.1
2016-04-22,04-16,25,47,6,94.8,13.3
2016-04-23,04-16,19,60,7,94.8,6.7
2016-04-24,04-16,6,57,1,94.8,5.8
2016-04-25,04-16,8,78,2,94.8,7.4
2016-04-26,04-16,5,86,3,94.8,7.3
2016-04-27,04-16,9,40,4,94.8,6.2
2016-04-28,04-16,8,90,5,94.8,10.6
2016-04-29,04-16,15,53,6,94.8,14.2
2016-04-30,04-16,37,97,7,94.8,18.7
2016-05-01,05-16,33,8,1,73.85,15.5
2016-05-02,05-16,24,52,2,73.85,16.8
2016-05-03,05-16,21,28,3,73.85,18.1
2016-05-04,05-16,14,75,4,73.85,12.8
2016-05-05,05-16,14,23,5,73.85,18.9
2016-05-06,05-16,20,2,6,73.85,22.5
2016-05-07,05-16,17,27,7,73.85,22.8
2016-05-08,05-16,12,2,1,73.85,21.6
2016-05-09,05-16,15,59,2,73.85,22.9
2016-05-10,05-16,17,62,3,73.85,23.3
2016-05-11,05-16,19,7,4,73.85,20.9
2016-05-12,05-16,20,53,5,73.85,20.6
2016-05-13,05-16,21,68,6,73.85,19.7
2016-05-14,05-16,14,64,7,73.85,12.4
2016-05-15,05-16,6,1,1,73.85,10.1
2016-05-16,05-16,7,26,2,73.85,12
2016-05-17,05-16,14,94,3,73.85,11.3
2016-05-18,05-16,17,66,4,73.85,17
2016-05-19,05-16,13,84,5,73.85,17.1
2016-05-20,05-16,12,16,6,73.85,19.4
2016-05-21,05-16,12,48,7,73.85,22.4
2016-05-22,05-16,13,25,1,73.85,29.7
2016-05-23,05-16,10,48,2,73.85,17.8
2016-05-24,05-16,7,84,3,73.85,13.7
2016-05-25,05-16,15,26,4,73.85,16.8
2016-05-26,05-16,15,81,5,73.85,20.7
2016-05-27,05-16,28,25,6,73.85,20.2
2016-05-28,05-16,30,73,7,73.85,22.3
2016-05-29,05-16,22,38,1,73.85,23.7
2016-05-30,05-16,8,6,2,73.85,21.1
2016-05-31,05-16,8,82,3,73.85,21.6
2016-06-01,06-16,13,63,4,91.4,20.5
2016-06-02,06-16,15,12,5,91.4,20.5
2016-06-03,06-16,14,89,6,91.4,19.2
2016-06-04,06-16,16,63,7,91.4,22.6
2016-06-05,06-16,17,89,1,91.4,24.3
2016-06-06,06-16,20,37,2,91.4,24.9
2016-06-07,06-16,15,53,3,91.4,25.2
2016-06-08,06-16,16,68,4,91.4,25.2
2016-06-09,06-16,20,11,5,91.4,18.3
2016-06-10,06-16,14,1,6,91.4,21.7
2016-06-11,06-16,12,70,7,91.4,18.4
2016-06-12,06-16,10,18,1,91.4,18.9
2016-06-13,06-16,9,51,2,91.4,20.2
2016-06-14,06-16,11,59,3,91.4,21.1
2016-06-15,06-16,15,30,4,91.4,19.7
2016-06-16,06-16,15,16,5,91.4,19.5
2016-06-17,06-16,8,48,6,91.4,16.7
2016-06-18,06-16,9,44,7,91.4,21.6
2016-06-19,06-16,8,83,1,91.4,19.4
2016-06-20,06-16,14,93,2,91.4,22.6
2016-06-21,06-16,8,21,3,91.4,23.1
2016-06-22,06-16,14,83,4,91.4,27
2016-06-23,06-16,15,48,5,91.4,31.5
2016-06-24,06-16,21,28,6,91.4,34
2016-06-25,06-16,14,64,7,91.4,29
2016-06-26,06-16,7,12,1,91.4,22.3
2016-06-27,06-16,11,16,2,91.4,22.3
2016-06-28,06-16,22,74,3,91.4,21.7
2016-06-29,06-16,13,4,4,91.4,24
2016-06-30,06-16,20,19,5,91.4,23.1
2016-07-01,07-16,12,13,6,75.7,25.9
2016-07-02,07-16,8,88,7,75.7,23
2016-07-03,07-16,6,78,1,75.7,19.8
2016-07-04,07-16,8,42,2,75.7,22.6
2016-07-05,07-16,11,83,3,75.7,24.2
2016-07-06,07-16,7,57,4,75.7,19.8
2016-07-07,07-16,8,86,5,75.7,23.3
2016-07-08,07-16,19,5,6,75.7,27.4
2016-07-09,07-16,12,29,7,75.7,25.4
2016-07-10,07-16,11,0,1,75.7,29.9
2016-07-11,07-16,29,88,2,75.7,30.3
2016-07-12,07-16,17,51,3,75.7,23.4
2016-07-13,07-16,14,46,4,75.7,21.1
2016-07-14,07-16,10,27,5,75.7,16.1
2016-07-15,07-16,8,21,6,75.7,17.4
2016-07-16,07-16,18,97,7,75.7,24.2
2016-07-17,07-16,14,53,1,75.7,22.8
2016-07-18,07-16,16,11,2,75.7,25.8
2016-07-19,07-16,15,21,3,75.7,28.1
2016-07-20,07-16,19,22,4,75.7,29.8
2016-07-21,07-16,16,0,5,75.7,20.1
2016-07-22,07-16,25,86,6,75.7,27.3
2016-07-23,07-16,24,92,7,75.7,24.7
2016-07-24,07-16,19,67,1,75.7,27.1
2016-07-25,07-16,31,37,2,75.7,27.9
2016-07-26,07-16,31,5,3,75.7,24.3
2016-07-27,07-16,19,34,4,75.7,26.8
2016-07-28,07-16,18,85,5,75.7,25.3
2016-07-29,07-16,13,12,6,75.7,24.1
2016-07-30,07-16,10,90,7,75.7,26
2016-07-31,07-16,11,3,1,75.7,25.5
2016-08-01,08-16,12,52,2,74.98,20.5
2016-08-02,08-16,24,66,3,74.98,17.7
2016-08-03,08-16,10,99,4,74.98,20.3
2016-08-04,08-16,15,79,5,74.98,25.9
2016-08-05,08-16,11,61,6,74.98,20.7
2016-08-06,08-16,13,29,7,74.98,22.8
2016-08-07,08-16,13,36,1,74.98,25.4
2016-08-08,08-16,18,5,2,74.98,26.6
2016-08-09,08-16,17,12,3,74.98,19.8
2016-08-10,08-16,12,65,4,74.98,15
2016-08-11,08-16,14,25,5,74.98,17.2
2016-08-12,08-16,9,93,6,74.98,17.5
2016-08-13,08-16,13,85,7,74.98,25.5
2016-08-14,08-16,13,3,1,74.98,23.9
2016-08-15,08-16,17,91,2,74.98,23.1
2016-08-16,08-16,17,5,3,74.98,21.3
2016-08-17,08-16,15,7,4,74.98,20
2016-08-18,08-16,22,2,5,74.98,24.4
2016-08-19,08-16,20,34,6,74.98,26.5
2016-08-20,08-16,16,98,7,74.98,26.5
2016-08-21,08-16,8,45,1,74.98,21.4
2016-08-22,08-16,10,95,2,74.98,21.8
2016-08-23,08-16,13,69,3,74.98,27.2
2016-08-24,08-16,20,58,4,74.98,29
2016-08-25,08-16,19,27,5,74.98,30.2
2016-08-26,08-16,17,70,6,74.98,31.7
2016-08-27,08-16,20,88,7,74.98,32.5
2016-08-28,08-16,18,93,1,74.98,31.2
2016-08-29,08-16,16,84,2,74.98,25.1
2016-08-30,08-16,12,27,3,74.98,21.4
2016-08-31,08-16,13,97,4,74.98,25.9
2016-09-01,09-16,18,89,5,72.25,25.7
2016-09-02,09-16,20,90,6,72.25,26.4
2016-09-03,09-16,18,77,7,72.25,25.5
2016-09-04,09-16,11,18,1,72.25,22.6
2016-09-05,09-16,13,38,2,72.25,17.5
2016-09-06,09-16,12,79,3,72.25,20.3
2016-09-07,09-16,20,50,4,72.25,25.7
2016-09-08,09-16,23,49,5,72.25,28.2
2016-09-09,09-16,28,46,6,72.25,25.9
2016-09-10,09-16,26,60,7,72.25,27.1
2016-09-11,09-16,23,23,1,72.25,28.7
2016-09-12,09-16,25,96,2,72.25,31.1
2016-09-13,09-16,30,97,3,72.25,30.6
2016-09-14,09-16,33,63,4,72.25,29.4
2016-09-15,09-16,30,3,5,72.25,28.1
2016-09-16,09-16,29,94,6,72.25,23.6
2016-09-17,09-16,12,17,7,72.25,15.9
2016-09-18,09-16,21,47,1,72.25,14
2016-09-19,09-16,19,75,2,72.25,14
2016-09-20,09-16,21,81,3,72.25,15.7
2016-09-21,09-16,19,7,4,72.25,16.5
2016-09-22,09-16,17,71,5,72.25,19.3
2016-09-23,09-16,25,52,6,72.25,19.5
2016-09-24,09-16,20,45,7,72.25,21
2016-09-25,09-16,18,7,1,72.25,21.3
2016-09-26,09-16,28,97,2,72.25,16.5
2016-09-27,09-16,32,47,3,72.25,20.2
2016-09-28,09-16,21,47,4,72.25,20
2016-09-29,09-16,15,82,5,72.25,23.3
2016-09-30,09-16,16,20,6,72.25,20.6
2016-10-01,10-16,13,8,7,95.82,22.7
2016-10-02,10-16,8,32,1,95.82,16.9
2016-10-03,10-16,11,29,2,95.82,12.3
2016-10-04,10-16,11,61,3,95.82,11.8
2016-10-05,10-16,8,28,4,95.82,8.8
2016-10-06,10-16,NA,NA,5,95.82,8.7
2016-10-07,10-16,NA,NA,6,95.82,9.4
2016-10-08,10-16,8,88,7,95.82,8.1
2016-10-09,10-16,8,44,1,95.82,11.5
2016-10-10,10-16,19,50,2,95.82,11.5
2016-10-11,10-16,24,53,3,95.82,7.6
2016-10-12,10-16,14,86,4,95.82,6.7
2016-10-13,10-16,18,35,5,95.82,8.6
2016-10-14,10-16,26,58,6,95.82,11.4
2016-10-15,10-16,21,74,7,95.82,16.8
2016-10-16,10-16,13,79,1,95.82,18.7
2016-10-17,10-16,28,98,2,95.82,17.3
2016-10-18,10-16,33,88,3,95.82,15.1
2016-10-19,10-16,9,4,4,95.82,9.9
2016-10-20,10-16,10,61,5,95.82,7.7
2016-10-21,10-16,15,12,6,95.82,6
2016-10-22,10-16,15,20,7,95.82,6.2
2016-10-23,10-16,25,20,1,95.82,10.5
2016-10-24,10-16,22,60,2,95.82,13.5
2016-10-25,10-16,18,39,3,95.82,12
2016-10-26,10-16,28,54,4,95.82,10.6
2016-10-27,10-16,39,21,5,95.82,11.8
2016-10-28,10-16,38,67,6,95.82,11
2016-10-29,10-16,18,24,7,95.82,10.6
2016-10-30,10-16,15,14,1,95.82,9.8
2016-10-31,10-16,13,66,2,95.82,12.1
2016-11-01,11-16,23,96,3,103.17,14.1
2016-11-02,11-16,10,57,4,103.17,8.4
2016-11-03,11-16,11,78,5,103.17,6.6
2016-11-04,11-16,20,96,6,103.17,7.1
2016-11-05,11-16,22,25,7,103.17,8.2
2016-11-06,11-16,28,81,1,103.17,5.7
2016-11-07,11-16,17,78,2,103.17,2.6
2016-11-08,11-16,16,99,3,103.17,2.9
2016-11-09,11-16,22,89,4,103.17,4.2
2016-11-10,11-16,12,33,5,103.17,2.5
2016-11-11,11-16,33,66,6,103.17,3.1
2016-11-12,11-16,33,82,7,103.17,-0.1
2016-11-13,11-16,24,14,1,103.17,2.5
2016-11-14,11-16,29,34,2,103.17,4
2016-11-15,11-16,25,44,3,103.17,2.2
2016-11-16,11-16,6,70,4,103.17,8.7
2016-11-17,11-16,4,97,5,103.17,10.1
2016-11-18,11-16,4,76,6,103.17,13.8
2016-11-19,11-16,4,34,7,103.17,7.2
2016-11-20,11-16,6,72,1,103.17,9.6
2016-11-21,11-16,12,71,2,103.17,11.4
2016-11-22,11-16,19,60,3,103.17,10.6
2016-11-23,11-16,18,59,4,103.17,11.7
2016-11-24,11-16,29,10,5,103.17,6
2016-11-25,11-16,34,27,6,103.17,4.5
2016-11-26,11-16,20,20,7,103.17,3
2016-11-27,11-16,12,47,1,103.17,4.6
2016-11-28,11-16,19,25,2,103.17,-0.2
2016-11-29,11-16,29,44,3,103.17,0.6
2016-11-30,11-16,22,93,4,103.17,2.3
2016-12-01,12-16,28,58,5,102.47,2.8
2016-12-02,12-16,12,67,6,102.47,5.8
2016-12-03,12-16,24,81,7,102.47,1.5
2016-12-04,12-16,28,67,1,102.47,1.4
2016-12-05,12-16,32,9,2,102.47,2.5
2016-12-06,12-16,32,44,3,102.47,-0.3
2016-12-07,12-16,27,41,4,102.47,0.4
2016-12-08,12-16,26,52,5,102.47,5.4
2016-12-09,12-16,25,12,6,102.47,5.6
2016-12-10,12-16,24,83,7,102.47,10.3
2016-12-11,12-16,14,28,1,102.47,7.4
2016-12-12,12-16,7,76,2,102.47,6.1
2016-12-13,12-16,15,59,3,102.47,4.6
2016-12-14,12-16,23,35,4,102.47,5.6
2016-12-15,12-16,18,2,5,102.47,4.6
2016-12-16,12-16,22,1,6,102.47,1.2
2016-12-17,12-16,29,2,7,102.47,0.2
2016-12-18,12-16,37,27,1,102.47,2.2
2016-12-19,12-16,21,4,2,102.47,2.5
2016-12-20,12-16,26,76,3,102.47,0.9
2016-12-21,12-16,28,81,4,102.47,-1.1
2016-12-22,12-16,31,10,5,102.47,-0.2
2016-12-23,12-16,14,23,6,102.47,1.2
2016-12-24,12-16,15,9,7,102.47,5.5
2016-12-25,12-16,5,22,1,102.47,7
2016-12-26,12-16,10,56,2,102.47,8
2016-12-27,12-16,12,71,3,102.47,5.4
2016-12-28,12-16,8,83,4,102.47,4.9
2016-12-29,12-16,17,82,5,102.47,4.1
2016-12-30,12-16,26,23,6,102.47,4.7
2016-12-31,12-16,33,2,7,102.47,5
2017-01-01,01-17,55,35,1,103.63,1.9
2017-01-02,01-17,27,24,2,103.63,0.4
2017-01-03,01-17,17,61,3,103.63,0.8
2017-01-04,01-17,6,66,4,103.63,2.3
2017-01-05,01-17,6,6,5,103.63,-2.7
2017-01-06,01-17,15,46,6,103.63,-6
2017-01-07,01-17,26,63,7,103.63,-7
2017-01-08,01-17,36,44,1,103.63,-0.9
2017-01-09,01-17,24,90,2,103.63,-0.7
2017-01-10,01-17,18,42,3,103.63,-1.7
2017-01-11,01-17,26,8,4,103.63,2.2
2017-01-12,01-17,19,51,5,103.63,2.9
2017-01-13,01-17,4,13,6,103.63,3.9
2017-01-14,01-17,5,84,7,103.63,1.4
2017-01-15,01-17,18,5,1,103.63,0.5
2017-01-16,01-17,14,27,2,103.63,-2.5
2017-01-17,01-17,21,82,3,103.63,-3.2
2017-01-18,01-17,30,99,4,103.63,-5.1
2017-01-19,01-17,50,98,5,103.63,-5.3
2017-01-20,01-17,39,97,6,103.63,-1.4
2017-01-21,01-17,34,51,7,103.63,2.2
2017-01-22,01-17,46,29,1,103.63,3.3
2017-01-23,01-17,69,85,2,103.63,0.3
2017-01-24,01-17,38,83,3,103.63,-5.6
2017-01-25,01-17,39,23,4,103.63,-0.9
2017-01-26,01-17,26,77,5,103.63,1.4
2017-01-27,01-17,40,47,6,103.63,2.4
2017-01-28,01-17,56,22,7,103.63,-3
2017-01-29,01-17,54,29,1,103.63,4.2
2017-01-30,01-17,45,85,2,103.63,1.6
2017-01-31,01-17,35,47,3,103.63,1.8
2017-02-01,02-17,28,93,4,100.37,1.5
2017-02-02,02-17,35,81,5,100.37,3.7
2017-02-03,02-17,28,57,6,100.37,6.1
2017-02-04,02-17,25,76,7,100.37,5.3
2017-02-05,02-17,14,38,1,100.37,6.6
2017-02-06,02-17,26,99,2,100.37,1.3
2017-02-07,02-17,55,47,3,100.37,-1
2017-02-08,02-17,61,99,4,100.37,-1.7
2017-02-09,02-17,76,56,5,100.37,-3.2
2017-02-10,02-17,57,51,6,100.37,0.5
2017-02-11,02-17,35,1,7,100.37,1.6
2017-02-12,02-17,34,40,1,100.37,1.1
2017-02-13,02-17,57,45,2,100.37,5.4
2017-02-14,02-17,57,56,3,100.37,8.3
2017-02-15,02-17,43,26,4,100.37,11.1
2017-02-16,02-17,60,76,5,100.37,10.4
2017-02-17,02-17,22,56,6,100.37,6.8
2017-02-18,02-17,12,12,7,100.37,4.2
2017-02-19,02-17,18,22,1,100.37,6.4
2017-02-20,02-17,21,29,2,100.37,7.1
2017-02-21,02-17,10,64,3,100.37,9.2
2017-02-22,02-17,2,69,4,100.37,9.9
2017-02-23,02-17,5,57,5,100.37,12.2
2017-02-24,02-17,7,5,6,100.37,6.7
2017-02-25,02-17,17,95,7,100.37,6.7
2017-02-26,02-17,16,47,1,100.37,11.4
2017-02-27,02-17,15,57,2,100.37,13.3
2017-02-28,02-17,5,16,3,100.37,9.7
2017-03-01,03-17,4,58,4,97.87,6.8
2017-03-02,03-17,6,69,5,97.87,8.7
2017-03-03,03-17,17,77,6,97.87,9.5
2017-03-04,03-17,15,47,7,97.87,16.4
2017-03-05,03-17,4,40,1,97.87,10.7
2017-03-06,03-17,5,4,2,97.87,6.7
2017-03-07,03-17,9,34,3,97.87,4.1
2017-03-08,03-17,19,88,4,97.87,7.3
2017-03-09,03-17,9,62,5,97.87,11.5
2017-03-10,03-17,8,58,6,97.87,9.1
2017-03-11,03-17,14,36,7,97.87,10.1
2017-03-12,03-17,17,71,1,97.87,8.6
2017-03-13,03-17,27,72,2,97.87,10.2
2017-03-14,03-17,26,94,3,97.87,12.8
2017-03-15,03-17,25,27,4,97.87,12.7
2017-03-16,03-17,23,76,5,97.87,15.1
2017-03-17,03-17,28,30,6,97.87,13.8
2017-03-18,03-17,6,26,7,97.87,7.9
2017-03-19,03-17,10,59,1,97.87,11.8
2017-03-20,03-17,8,24,2,97.87,12.8
2017-03-21,03-17,6,10,3,97.87,11.6
2017-03-22,03-17,12,82,4,97.87,7.8
2017-03-23,03-17,23,81,5,97.87,10
2017-03-24,03-17,34,28,6,97.87,10.6
2017-03-25,03-17,21,40,7,97.87,11.7
2017-03-26,03-17,14,10,1,97.87,13
2017-03-27,03-17,18,98,2,97.87,18.2
2017-03-28,03-17,19,23,3,97.87,19.9
2017-03-29,03-17,22,89,4,97.87,18.3
2017-03-30,03-17,16,27,5,97.87,19
2017-03-31,03-17,17,82,6,97.87,23
2017-04-01,04-17,23,88,7,84.1,24.1
2017-04-02,04-17,26,11,1,84.1,16.9
2017-04-03,04-17,40,50,2,84.1,13.4
2017-04-04,04-17,25,11,3,84.1,8.5
2017-04-05,04-17,23,95,4,84.1,12.5
2017-04-06,04-17,11,82,5,84.1,11.3
2017-04-07,04-17,18,74,6,84.1,9.9
2017-04-08,04-17,20,59,7,84.1,16.1
2017-04-09,04-17,20,24,1,84.1,20.6
2017-04-10,04-17,23,88,2,84.1,22.9
2017-04-11,04-17,9,57,3,84.1,10.3
2017-04-12,04-17,14,0,4,84.1,13.7
2017-04-13,04-17,12,69,5,84.1,12.9
2017-04-14,04-17,16,36,6,84.1,13.2
2017-04-15,04-17,15,60,7,84.1,11.8
2017-04-16,04-17,8,14,1,84.1,10.5
2017-04-17,04-17,6,32,2,84.1,7.5
2017-04-18,04-17,9,25,3,84.1,5.4
2017-04-19,04-17,12,80,4,84.1,4.2
2017-04-20,04-17,17,82,5,84.1,5.8
2017-04-21,04-17,24,92,6,84.1,12.5
2017-04-22,04-17,13,80,7,84.1,9.5
2017-04-23,04-17,6,54,1,84.1,8.1
2017-04-24,04-17,16,1,2,84.1,14.5
2017-04-25,04-17,18,60,3,84.1,13
2017-04-26,04-17,13,54,4,84.1,7.5
2017-04-27,04-17,26,40,5,84.1,8.8
2017-04-28,04-17,31,32,6,84.1,11.2
2017-04-29,04-17,24,6,7,84.1,12.1
2017-04-30,04-17,24,67,1,84.1,15.5
2017-05-01,05-17,26,65,2,67.17,16.7
2017-05-02,05-17,10,15,3,67.17,9
2017-05-03,05-17,25,69,4,67.17,16.8
2017-05-04,05-17,35,82,5,67.17,10.8
2017-05-05,05-17,21,49,6,67.17,10.5
2017-05-06,05-17,16,47,7,67.17,19.6
2017-05-07,05-17,21,47,1,67.17,18.7
2017-05-08,05-17,19,21,2,67.17,13.1
2017-05-09,05-17,12,70,3,67.17,8.5
2017-05-10,05-17,16,77,4,67.17,16.4
2017-05-11,05-17,12,92,5,67.17,22.6
2017-05-12,05-17,15,76,6,67.17,19.2
2017-05-13,05-17,12,33,7,67.17,21.5
2017-05-14,05-17,9,6,1,67.17,18.3
2017-05-15,05-17,19,15,2,67.17,19.8
2017-05-16,05-17,13,79,3,67.17,23.1
2017-05-17,05-17,17,55,4,67.17,25.5
2017-05-18,05-17,15,91,5,67.17,28.4
2017-05-19,05-17,17,23,6,67.17,27.3
2017-05-20,05-17,8,23,7,67.17,18.8
2017-05-21,05-17,10,53,1,67.17,20.1
2017-05-22,05-17,14,79,2,67.17,21.2
2017-05-23,05-17,15,5,3,67.17,23.9
2017-05-24,05-17,9,93,4,67.17,17.6
2017-05-25,05-17,9,59,5,67.17,19.4
2017-05-26,05-17,12,17,6,67.17,23.8
2017-05-27,05-17,11,59,7,67.17,26.9
2017-05-28,05-17,10,93,1,67.17,29.9
2017-05-29,05-17,16,72,2,67.17,31.7
2017-05-30,05-17,15,16,3,67.17,27.3
2017-05-31,05-17,12,97,4,67.17,22.6
2017-06-01,06-17,13,65,5,60.17,23.9
2017-06-02,06-17,14,72,6,60.17,26
2017-06-03,06-17,14,94,7,60.17,28.3
2017-06-04,06-17,9,81,1,60.17,19.3
2017-06-05,06-17,9,13,2,60.17,20.4
2017-06-06,06-17,10,66,3,60.17,22.1
2017-06-07,06-17,10,16,4,60.17,16.8
2017-06-08,06-17,14,3,5,60.17,21.2
2017-06-09,06-17,11,7,6,60.17,26.7
2017-06-10,06-17,10,8,7,60.17,22.1
2017-06-11,06-17,11,1,1,60.17,28
2017-06-12,06-17,13,38,2,60.17,25.2
2017-06-13,06-17,12,39,3,60.17,20.9
2017-06-14,06-17,14,3,4,60.17,24.1
2017-06-15,06-17,14,57,5,60.17,28.6
2017-06-16,06-17,13,45,6,60.17,20.6
2017-06-17,06-17,7,25,7,60.17,20.6
2017-06-18,06-17,11,26,1,60.17,24.6
2017-06-19,06-17,14,30,2,60.17,30.4
2017-06-20,06-17,15,75,3,60.17,31.9
2017-06-21,06-17,15,8,4,60.17,28.1
2017-06-22,06-17,16,53,5,60.17,33.1
2017-06-23,06-17,18,30,6,60.17,24.2
2017-06-24,06-17,13,76,7,60.17,25.6
2017-06-25,06-17,9,68,1,60.17,24.4
2017-06-26,06-17,9,73,2,60.17,23
2017-06-27,06-17,14,64,3,60.17,21
2017-06-28,06-17,10,91,4,60.17,25.4
2017-06-29,06-17,8,48,5,60.17,17.3
2017-06-30,06-17,8,19,6,60.17,20.8
2017-07-01,07-17,4,96,7,71.28,19.1
2017-07-02,07-17,7,59,1,71.28,21
2017-07-03,07-17,9,57,2,71.28,23
2017-07-04,07-17,12,45,3,71.28,22.8
2017-07-05,07-17,17,84,4,71.28,26.8
2017-07-06,07-17,19,75,5,71.28,28.5
2017-07-07,07-17,13,7,6,71.28,28.3
2017-07-08,07-17,16,7,7,71.28,28.1
2017-07-09,07-17,15,96,1,71.28,29.6
2017-07-10,07-17,13,51,2,71.28,25.7
2017-07-11,07-17,11,28,3,71.28,22.1
2017-07-12,07-17,8,87,4,71.28,21.8
2017-07-13,07-17,11,29,5,71.28,19.6
2017-07-14,07-17,11,85,6,71.28,19.9
2017-07-15,07-17,8,62,7,71.28,18.5
2017-07-16,07-17,9,23,1,71.28,23
2017-07-17,07-17,14,2,2,71.28,25.5
2017-07-18,07-17,19,2,3,71.28,25.7
2017-07-19,07-17,18,7,4,71.28,31.5
2017-07-20,07-17,15,86,5,71.28,26
2017-07-21,07-17,14,90,6,71.28,27.1
2017-07-22,07-17,12,7,7,71.28,26.5
2017-07-23,07-17,9,42,1,71.28,23.7
2017-07-24,07-17,9,0,2,71.28,21.1
2017-07-25,07-17,NA,NA,3,71.28,16.3
2017-07-26,07-17,5,70,4,71.28,15.4
2017-07-27,07-17,11,37,5,71.28,18.9
2017-07-28,07-17,11,20,6,71.28,21.5
2017-07-29,07-17,12,49,7,71.28,25.9
2017-07-30,07-17,11,53,1,71.28,31
2017-07-31,07-17,12,96,2,71.28,28.9
2017-08-01,08-17,15,66,3,82.07,32.5
2017-08-02,08-17,15,39,4,82.07,27.2
2017-08-03,08-17,18,59,5,82.07,26
2017-08-04,08-17,14,46,6,82.07,24.7
2017-08-05,08-17,11,61,7,82.07,27.1
2017-08-06,08-17,8,90,1,82.07,22.1
2017-08-07,08-17,12,9,2,82.07,24.9
2017-08-08,08-17,13,89,3,82.07,28.9
2017-08-09,08-17,9,94,4,82.07,25.8
2017-08-10,08-17,14,47,5,82.07,15.8
2017-08-11,08-17,7,21,6,82.07,17
2017-08-12,08-17,5,13,7,82.07,18
2017-08-13,08-17,5,12,1,82.07,20.6
2017-08-14,08-17,12,20,2,82.07,25
2017-08-15,08-17,12,40,3,82.07,29.4
2017-08-16,08-17,10,63,4,82.07,24.2
2017-08-17,08-17,13,84,5,82.07,27.1
2017-08-18,08-17,12,65,6,82.07,28.6
2017-08-19,08-17,9,42,7,82.07,20.6
2017-08-20,08-17,6,94,1,82.07,18.7
2017-08-21,08-17,10,83,2,82.07,19.9
2017-08-22,08-17,13,43,3,82.07,20.2
2017-08-23,08-17,13,68,4,82.07,23.2
2017-08-24,08-17,15,78,5,82.07,26.4
2017-08-25,08-17,15,16,6,82.07,26.8
2017-08-26,08-17,13,17,7,82.07,28
2017-08-27,08-17,15,96,1,82.07,24
2017-08-28,08-17,13,64,2,82.07,23.3
2017-08-29,08-17,14,17,3,82.07,27.1
2017-08-30,08-17,14,69,4,82.07,29.4
2017-08-31,08-17,8,96,5,82.07,22.9
2017-09-01,09-17,10,76,6,88.55,14.7
2017-09-02,09-17,10,52,7,88.55,16.4
2017-09-03,09-17,10,15,1,88.55,17.7
2017-09-04,09-17,10,96,2,88.55,19.3
2017-09-05,09-17,11,88,3,88.55,21.5
2017-09-06,09-17,9,61,4,88.55,21.8
2017-09-07,09-17,15,3,5,88.55,16.3
2017-09-08,09-17,15,12,6,88.55,16.7
2017-09-09,09-17,11,10,7,88.55,16.2
2017-09-10,09-17,4,63,1,88.55,19.2
2017-09-11,09-17,6,63,2,88.55,18.3
2017-09-12,09-17,12,94,3,88.55,15.1
2017-09-13,09-17,6,48,4,88.55,16.7
2017-09-14,09-17,2,94,5,88.55,11.6
2017-09-15,09-17,8,20,6,88.55,15.7
