X (Grid),Y (Grid),X (m),Y (m),AirT,rh,Wind,MRT,Point
112,132,337.5,106.5,34.01284,32.4944,1.187,31.0879,6413
113,132,340.5,106.5,34.060528,32.3497,1.1352,31.0505,6414
114,132,343.5,106.5,34.117424,32.194,1.0025,30.9129,6415
115,132,346.5,106.5,34.188927,32.0359,1.0286,31.4614,6416
116,132,349.5,106.5,34.285633,31.893,0.7929,32.1954,6417
117,132,352.5,106.5,34.418739,31.8165,0.6292,54.8517,6418
118,132,355.5,106.5,34.505863,31.7368,0.4482,55.1334,6419
119,132,358.5,106.5,34.790554,30.6965,1.835,53.7853,6420
120,132,361.5,106.5,34.898972,30.4905,1.9039,59.4622,6421
121,132,364.5,106.5,34.976254,30.3548,1.8811,55.0967,6422
122,132,367.5,106.5,35.065792,30.1602,1.8661,42.1978,6423
123,132,370.5,106.5,35.165264,29.962,1.917,46.6418,6424
124,132,373.5,106.5,35.265339,29.7921,1.97,59.7055,6425
125,132,376.5,106.5,35.388702,29.5353,2.0387,62.3848,6426
126,132,379.5,106.5,35.494713,29.3279,2.033,62.3894,6427
127,132,382.5,106.5,35.590191,29.1522,2.0339,64.2385,6428
128,132,385.5,106.5,35.668571,29.0141,2.0089,61.6271,6429
129,132,388.5,106.5,35.730152,28.9089,1.9444,61.279,6430
130,132,391.5,106.5,35.785873,28.8156,1.8928,60.2197,6431
131,132,394.5,106.5,35.829254,28.7449,1.8332,61.2218,6432
132,132,397.5,106.5,35.852196,28.708,1.7599,44.2024,6433
133,132,400.5,106.5,35.87904,28.6618,1.6383,39.2725,6434
134,132,403.5,106.5,35.907436,28.6144,1.5024,37.705,6435
135,132,406.5,106.5,35.940323,28.5611,1.3647,37.4056,6436
136,132,409.5,106.5,35.999493,28.4551,1.2516,36.9204,6437
137,132,412.5,106.5,36.093773,28.2924,1.1925,39.2743,6438
138,132,415.5,106.5,36.216969,28.0759,1.0564,56.8064,6439
139,132,418.5,106.5,36.312439,27.8971,1.0538,56.5683,6440
140,132,421.5,106.5,36.396427,27.7036,0.787,56.319,6441
141,132,424.5,106.5,36.443863,27.6072,0.5778,43.6263,6442
142,132,427.5,106.5,36.485638,27.5334,0.3739,43.8075,6443
143,132,430.5,106.5,36.734634,26.9396,1.268,56.2682,6444
144,132,433.5,106.5,36.807041,26.8659,1.0336,56.9125,6445
145,132,436.5,106.5,36.860306,26.7287,0.4513,58.8183,6446
146,132,439.5,106.5,NA,NA,0,NA,6447
147,132,442.5,106.5,NA,NA,0,NA,6448
148,132,445.5,106.5,NA,NA,0,NA,6449
149,132,448.5,106.5,NA,NA,0,NA,6450
150,132,451.5,106.5,NA,NA,0,NA,6451
151,132,454.5,106.5,NA,NA,0,NA,6452
152,132,457.5,106.5,NA,NA,0,NA,6453
153,132,460.5,106.5,36.726406,27.5589,0.7036,67.1883,6454
154,132,463.5,106.5,36.58857,27.7687,1.9298,52.0282,6455
155,132,466.5,106.5,36.461109,27.8905,1.9925,40.1166,6456
156,132,469.5,106.5,36.370369,27.946,1.9738,36.1583,6457
157,132,472.5,106.5,36.325058,27.9355,2.0111,38.3133,6458
158,132,475.5,106.5,36.312191,27.8839,2.0626,37.3491,6459
159,132,478.5,106.5,36.318413,27.8457,2.0098,50.3231,6460
160,132,481.5,106.5,36.288471,27.863,1.9013,43.2198,6461
161,132,484.5,106.5,36.17168,28.1283,0.3216,35.115,6462
162,132,487.5,106.5,36.307766,27.7472,1.8981,40.754,6463
163,132,490.5,106.5,36.354561,27.6457,1.8718,52.2118,6464
164,132,493.5,106.5,36.379272,27.5744,1.8805,58.3143,6465
165,132,496.5,106.5,36.377346,27.5341,1.9708,43.7514,6466
166,132,499.5,106.5,36.314571,27.8055,0.285,51.541,6467
167,132,502.5,106.5,36.295124,27.8822,0.371,46,6468
168,132,505.5,106.5,36.253433,27.886,0.3764,35.8818,6469
169,132,508.5,106.5,36.233795,27.8889,0.2927,35.6013,6470
170,132,511.5,106.5,36.316261,27.5481,1.8248,49.6594,6471
171,132,514.5,106.5,36.31427,27.5335,1.8085,45.0249,6472
172,132,517.5,106.5,36.32756,27.4884,1.8227,48.1212,6473
173,132,520.5,106.5,36.311882,27.6465,0.2187,39.9216,6474
174,132,523.5,106.5,36.332249,27.5637,0.4349,43.036,6475
175,132,526.5,106.5,36.350368,27.4837,0.6813,55.0607,6476
176,132,529.5,106.5,36.341824,27.4226,0.8433,44.3093,6477
177,132,532.5,106.5,36.338837,27.3388,0.7006,38.0014,6478
178,132,535.5,106.5,36.356056,27.2015,0.7758,39.4052,6479
179,132,538.5,106.5,36.390297,26.9996,1.5808,47.9493,6480
0,131,1.5,109.5,39.142059,22.4841,1.895,74.84,6481
1,131,4.5,109.5,NA,NA,0,NA,6482
2,131,7.5,109.5,NA,NA,0,NA,6483
3,131,10.5,109.5,NA,NA,0,NA,6484
4,131,13.5,109.5,NA,NA,0,NA,6485
5,131,16.5,109.5,38.868282,23.624,0.3671,74.3463,6486
6,131,19.5,109.5,38.78582,23.7895,0.9069,75.7291,6487
7,131,22.5,109.5,38.712509,23.9296,1.0395,73.6173,6488
8,131,25.5,109.5,38.608829,24.0663,0.8181,71.9479,6489
9,131,28.5,109.5,38.513653,24.2789,0.662,50.7961,6490
10,131,31.5,109.5,38.439259,24.44,0.6723,71.5612,6491
11,131,34.5,109.5,38.403137,24.6262,0.4714,72.0994,6492
12,131,37.5,109.5,NA,NA,0,NA,6493
13,131,40.5,109.5,37.952251,25.3214,1.1264,68.0502,6494
14,131,43.5,109.5,37.875504,25.4948,1.2722,67.617,6495
15,131,46.5,109.5,37.809399,25.671,1.3502,67.6726,6496
16,131,49.5,109.5,37.774132,25.818,1.3908,68.3448,6497
17,131,52.5,109.5,37.768314,25.9112,1.4593,67.8998,6498
18,131,55.5,109.5,37.788815,25.9487,1.5786,69.2996,6499
19,131,58.5,109.5,37.816132,25.9563,1.6495,68.0703,6500
20,131,61.5,109.5,37.841732,25.9461,1.564,69.2672,6501
21,131,64.5,109.5,37.857368,25.9488,1.258,69.2794,6502
22,131,67.5,109.5,37.870239,25.958,1.0826,69.1828,6503
23,131,70.5,109.5,37.784691,25.8239,1.6884,64.9239,6504
24,131,73.5,109.5,37.772335,25.9076,1.7484,67.1311,6505
25,131,76.5,109.5,37.757015,26.0259,1.7231,66.5944,6506
26,131,79.5,109.5,37.78294,26.2822,0.2169,69.2185,6507
27,131,82.5,109.5,37.673733,26.3139,1.5575,65.9642,6508
28,131,85.5,109.5,37.638741,26.4719,1.6146,65.9617,6509
29,131,88.5,109.5,37.583538,26.6422,1.6901,65.8925,6510
30,131,91.5,109.5,37.510517,26.8212,1.7615,66.2635,6511
31,131,94.5,109.5,37.421219,27.0092,1.8312,65.9284,6512
32,131,97.5,109.5,37.306156,27.2302,1.9695,64.6775,6513
33,131,100.5,109.5,37.19474,27.3871,1.9992,64.322,6514
34,131,103.5,109.5,37.079094,27.4737,1.955,63.2456,6515
35,131,106.5,109.5,36.961025,27.4722,1.8655,61.8135,6516
36,131,109.5,109.5,36.861263,27.4523,1.7463,37.6749,6517
37,131,112.5,109.5,36.779427,27.4679,1.6084,37.5846,6518
38,131,115.5,109.5,36.709351,27.511,1.5064,36.9926,6519
39,131,118.5,109.5,36.645969,27.5655,0.3733,34.5647,6520
40,131,121.5,109.5,36.635159,27.5981,0.4931,35.1933,6521
41,131,124.5,109.5,36.624268,27.648,0.3318,36.9874,6522
42,131,127.5,109.5,36.562267,27.7571,1.409,43.9307,6523
43,131,130.5,109.5,36.607555,27.7564,1.4628,44.1226,6524
44,131,133.5,109.5,36.682133,27.6434,1.5005,67.7766,6525
45,131,136.5,109.5,36.727921,27.3798,1.5357,73.023,6526
46,131,139.5,109.5,36.732536,27.2739,1.5806,73.1985,6527
47,131,142.5,109.5,36.76263,27.1271,1.6566,68.5364,6528
48,131,145.5,109.5,36.964405,26.7208,0.3007,55.0209,6529
49,131,148.5,109.5,37.107891,26.4904,1.6251,55.1686,6530
50,131,151.5,109.5,37.215034,26.3259,1.7809,75.8403,6531
51,131,154.5,109.5,37.359154,26.1333,1.8049,73.0169,6532
52,131,157.5,109.5,37.408634,26.0923,1.7395,72.4982,6533
53,131,160.5,109.5,37.203938,26.5035,1.9252,69.3226,6534
54,131,163.5,109.5,37.163681,26.707,1.8495,70.2375,6535
55,131,166.5,109.5,37.098637,26.9805,1.6879,70.9205,6536
56,131,169.5,109.5,36.989143,27.3648,1.5984,71.641,6537
57,131,172.5,109.5,36.799908,27.9791,1.3653,68.3835,6538
58,131,175.5,109.5,36.730526,28.2582,0.9183,68.5471,6539
59,131,178.5,109.5,36.547142,28.5674,0.4009,70.855,6540
60,131,181.5,109.5,36.483612,28.8294,0.6054,70.1821,6541
61,131,184.5,109.5,36.393826,29.1081,0.9596,72.9137,6542
62,131,187.5,109.5,36.359001,29.1807,0.6002,72.9037,6543
63,131,190.5,109.5,NA,NA,0,NA,6544
64,131,193.5,109.5,NA,NA,0,NA,6545
65,131,196.5,109.5,NA,NA,0,NA,6546
66,131,199.5,109.5,35.779438,30.0908,1.7836,63.7383,6547
67,131,202.5,109.5,35.691181,30.3014,1.5672,61.6849,6548
68,131,205.5,109.5,35.61623,30.3961,0.6632,53.3188,6549
69,131,208.5,109.5,35.335777,30.8357,1.4041,38.2662,6550
70,131,211.5,109.5,35.212067,31.1191,1.3216,36.3297,6551
71,131,214.5,109.5,35.122066,31.335,1.4038,41.6002,6552
72,131,217.5,109.5,34.911583,31.6116,1.5682,34.1287,6553
73,131,220.5,109.5,34.767845,31.9551,1.54,35.2662,6554
74,131,223.5,109.5,34.61512,32.3154,1.1938,32.9335,6555
75,131,226.5,109.5,34.504097,32.5993,1.3317,33.0536,6556
76,131,229.5,109.5,34.344669,32.8752,1.5692,34.1099,6557
77,131,232.5,109.5,34.291893,33.0535,1.6821,59.4536,6558
78,131,235.5,109.5,34.240463,33.1672,1.4909,58.6425,6559
79,131,238.5,109.5,34.177921,33.2769,1.181,53.6407,6560
80,131,241.5,109.5,34.093895,33.4159,1.0894,42.3505,6561
81,131,244.5,109.5,34.007397,33.5461,0.7517,34.5036,6562
82,131,247.5,109.5,33.9258,33.6783,0.5484,33.3301,6563
83,131,250.5,109.5,33.866428,33.7715,0.3649,30.8144,6564
84,131,253.5,109.5,33.761063,33.9017,1.4578,36.4002,6565
85,131,256.5,109.5,33.688526,34.0361,1.4669,32.4737,6566
86,131,259.5,109.5,33.622608,34.16,1.4864,32.8253,6567
87,131,262.5,109.5,33.559868,34.2605,1.4619,35.23,6568
88,131,265.5,109.5,33.504665,34.3465,1.4175,31.0055,6569
89,131,268.5,109.5,33.453705,34.4384,1.3949,30.9445,6570
90,131,271.5,109.5,33.406853,34.542,1.345,30.8972,6571
91,131,274.5,109.5,33.370502,34.6384,1.2401,46.9632,6572
92,131,277.5,109.5,33.330135,34.7041,1.1683,36.0012,6573
93,131,280.5,109.5,33.305931,34.7271,1.1292,31.6242,6574
94,131,283.5,109.5,33.292336,34.7348,1.0184,33.1948,6575
95,131,286.5,109.5,33.278946,34.7358,1.0303,45.3082,6576
96,131,289.5,109.5,33.271191,34.696,0.7582,31.328,6577
97,131,292.5,109.5,33.271175,34.6267,0.5637,32.3449,6578
98,131,295.5,109.5,33.272919,34.5686,0.3877,28.3648,6579
99,131,298.5,109.5,33.398445,34.0809,1.3091,30.0999,6580
100,131,301.5,109.5,33.438057,33.9458,1.3618,29.6095,6581
101,131,304.5,109.5,33.49527,33.7858,1.4695,30.8407,6582
102,131,307.5,109.5,33.54734,33.645,1.4687,30.8414,6583
103,131,310.5,109.5,33.600956,33.5035,1.438,34.2857,6584
104,131,313.5,109.5,33.664433,33.3282,1.4053,30.6976,6585
105,131,316.5,109.5,33.729855,33.1596,1.3878,30.5344,6586
106,131,319.5,109.5,33.795395,33.0041,1.3833,30.5197,6587
107,131,322.5,109.5,33.857777,32.8676,1.3678,30.948,6588
108,131,325.5,109.5,33.911526,32.7567,1.321,30.9683,6589
109,131,328.5,109.5,33.956245,32.6685,1.2633,31.6299,6590
110,131,331.5,109.5,33.990307,32.598,1.1748,32.4916,6591
111,131,334.5,109.5,34.027145,32.4927,1.121,31.096,6592
112,131,337.5,109.5,34.062492,32.3788,0.9776,31.5489,6593
113,131,340.5,109.5,34.103054,32.2518,0.9597,30.435,6594
114,131,343.5,109.5,34.147671,32.1216,0.6343,29.4274,6595
115,131,346.5,109.5,34.197586,31.9972,0.4068,29.3162,6596
116,131,349.5,109.5,34.584633,31.0241,1.8684,38.6707,6597
117,131,352.5,109.5,34.687939,30.7954,1.9857,56.3224,6598
118,131,355.5,109.5,34.781677,30.6088,1.9567,58.2382,6599
119,131,358.5,109.5,34.881401,30.423,1.951,61.2229,6600
120,131,361.5,109.5,34.975086,30.2807,1.9587,61.7599,6601
121,131,364.5,109.5,35.060482,30.1397,1.9351,61.7729,6602
122,131,367.5,109.5,35.166832,29.9191,1.9303,61.9336,6603
123,131,370.5,109.5,35.258835,29.7424,1.9618,61.7868,6604
124,131,373.5,109.5,35.347897,29.5824,1.9696,63.1064,6605
125,131,376.5,109.5,35.438911,29.4161,1.9869,62.5156,6606
126,131,379.5,109.5,35.52639,29.2599,1.9796,61.4849,6607
127,131,382.5,109.5,35.604992,29.1262,1.9538,59.7671,6608
128,131,385.5,109.5,35.668911,29.0245,1.8815,60.4643,6609
129,131,388.5,109.5,35.708488,28.9643,1.7885,47.0118,6610
130,131,391.5,109.5,35.759491,28.8841,1.7175,41.9142,6611
131,131,394.5,109.5,35.809959,28.8073,1.6254,42.1029,6612
132,131,397.5,109.5,35.852592,28.7421,1.5293,41.9185,6613
133,131,400.5,109.5,35.88567,28.6943,1.4071,49.4007,6614
134,131,403.5,109.5,35.917114,28.6297,1.2754,36.6382,6615
135,131,406.5,109.5,35.963272,28.5516,1.1838,37.4575,6616
136,131,409.5,109.5,36.033703,28.4163,1.0339,36.6459,6617
137,131,412.5,109.5,36.144421,28.2359,1.0242,56.1738,6618
138,131,415.5,109.5,36.244019,28.0931,0.6837,55.4737,6619
139,131,418.5,109.5,36.296165,27.9601,0.4032,43.0324,6620
140,131,421.5,109.5,36.612831,27.1132,1.5266,57.5817,6621
141,131,424.5,109.5,36.677174,27.0163,1.3973,56.6323,6622
142,131,427.5,109.5,36.751564,26.9382,1.2368,56.8132,6623
143,131,430.5,109.5,36.838238,26.8919,0.981,56.9629,6624
144,131,433.5,109.5,36.925606,26.8191,0.4266,59.5648,6625
145,131,436.5,109.5,NA,NA,0,NA,6626
146,131,439.5,109.5,NA,NA,0,NA,6627
147,131,442.5,109.5,NA,NA,0,NA,6628
148,131,445.5,109.5,NA,NA,0,NA,6629
149,131,448.5,109.5,NA,NA,0,NA,6630
150,131,451.5,109.5,NA,NA,0,NA,6631
151,131,454.5,109.5,36.904148,27.3096,0.4289,71.6623,6632
152,131,457.5,109.5,36.843132,27.4581,0.8812,61.8482,6633
153,131,460.5,109.5,36.702927,27.6204,1.565,65.9104,6634
154,131,463.5,109.5,36.587578,27.6959,1.9485,61.905,6635
155,131,466.5,109.5,36.484341,27.7902,2.009,51.0174,6636
156,131,469.5,109.5,36.404564,27.8375,1.9706,40.7738,6637
157,131,472.5,109.5,36.367805,27.8185,2.0148,40.3097,6638
158,131,475.5,109.5,36.365578,27.7469,2.1203,43.9939,6639
159,131,478.5,109.5,36.364468,27.7204,2.0914,58.6247,6640
160,131,481.5,109.5,36.329819,27.7726,1.9432,43.963,6641
161,131,484.5,109.5,36.335396,27.7213,1.9653,41.9013,6642
162,131,487.5,109.5,36.358841,27.6449,1.9034,46.1135,6643
163,131,490.5,109.5,36.40588,27.5279,1.9081,63.0058,6644
164,131,493.5,109.5,36.434364,27.4394,1.9505,64.1541,6645
165,131,496.5,109.5,36.44545,27.3799,2.0439,62.6182,6646
166,131,499.5,109.5,36.447632,27.3472,2.1819,60.6242,6647
167,131,502.5,109.5,36.425762,27.3925,2.0753,53.7731,6648
168,131,505.5,109.5,36.395298,27.4275,2.0291,40.0218,6649
169,131,508.5,109.5,36.358227,27.4794,1.9297,42.5053,6650
170,131,511.5,109.5,36.327,27.513,1.8349,35.753,6651
171,131,514.5,109.5,36.318142,27.5138,1.7879,36.1794,6652
172,131,517.5,109.5,36.346783,27.4587,1.7925,45.2614,6653
173,131,520.5,109.5,36.368473,27.3937,1.8487,56.1457,6654
174,131,523.5,109.5,36.335773,27.5206,0.2681,42.1785,6655
175,131,526.5,109.5,36.348602,27.4474,0.5383,42.2837,6656
176,131,529.5,109.5,36.355431,27.378,0.8096,38.656,6657
177,131,532.5,109.5,36.343849,27.309,0.429,34.6008,6658
178,131,535.5,109.5,36.365704,27.1635,0.3456,37.3442,6659
179,131,538.5,109.5,36.419449,26.9408,1.6742,41.7231,6660
0,130,1.5,112.5,39.081303,22.5836,1.7046,74.285,6661
1,130,4.5,112.5,39.062683,22.8552,0.5513,74.8181,6662
2,130,7.5,112.5,NA,NA,0,NA,6663
3,130,10.5,112.5,38.985371,23.2258,0.5033,76.0633,6664
4,130,13.5,112.5,38.956036,23.3158,0.9538,74.4379,6665
5,130,16.5,112.5,38.878643,23.499,1.0438,75.6319,6666
6,130,19.5,112.5,38.792961,23.6749,0.9734,74.655,6667
7,130,22.5,112.5,38.728367,23.7916,0.4811,73.6623,6668
8,130,25.5,112.5,NA,NA,0,NA,6669
9,130,28.5,112.5,38.405731,24.165,0.0659,48.0557,6670
10,130,31.5,112.5,38.370796,24.2421,0.1608,48.4852,6671
11,130,34.5,112.5,NA,NA,0,NA,6672
12,130,37.5,112.5,NA,NA,0,NA,6673
13,130,40.5,112.5,37.834995,25.2355,1.1475,41.0058,6674
14,130,43.5,112.5,37.761871,25.4147,1.1973,41.2028,6675
15,130,46.5,112.5,37.704407,25.5957,1.2576,41.6221,6676
16,130,49.5,112.5,37.696701,25.7663,1.3076,50.5033,6677
17,130,52.5,112.5,37.738373,25.8674,1.3998,67.8679,6678
18,130,55.5,112.5,37.786427,25.8973,1.4939,69.0425,6679
19,130,58.5,112.5,37.827209,25.883,1.5119,69.3041,6680
20,130,61.5,112.5,37.854385,25.8615,1.3784,69.239,6681
21,130,64.5,112.5,37.866329,25.8674,0.7492,68.8194,6682
22,130,67.5,112.5,37.890224,25.8498,0.4397,68.7138,6683
23,130,70.5,112.5,37.931416,25.7602,0.3492,68.9255,6684
24,130,73.5,112.5,37.819431,25.7142,1.8092,64.4675,6685
25,130,76.5,112.5,37.849239,26.1058,0.0009,69.5258,6686
26,130,79.5,112.5,37.710167,26.0859,1.7485,64.3522,6687
27,130,82.5,112.5,37.662323,26.2952,1.6682,66.8413,6688
28,130,85.5,112.5,37.623177,26.4521,1.66,65.3797,6689
29,130,88.5,112.5,37.562077,26.6306,1.7198,65.6678,6690
30,130,91.5,112.5,37.483536,26.8217,1.8026,65.7308,6691
31,130,94.5,112.5,37.391884,27.0073,1.8777,65.5798,6692
32,130,97.5,112.5,37.277718,27.2072,1.9993,63.6951,6693
33,130,100.5,112.5,37.162144,27.3368,2.003,63.1494,6694
34,130,103.5,112.5,37.033268,27.3597,1.9429,61.1773,6695
35,130,106.5,112.5,36.91745,27.387,1.8418,37.2655,6696
36,130,109.5,112.5,36.822575,27.4233,1.7123,36.0365,6697
37,130,112.5,112.5,36.729717,27.4586,0.2662,32.1338,6698
38,130,115.5,112.5,36.683151,27.512,0.4893,32.9735,6699
39,130,118.5,112.5,36.641254,27.5663,0.3771,33.1387,6700
40,130,121.5,112.5,36.542915,27.7157,1.4912,35.2299,6701
41,130,124.5,112.5,36.515221,27.7623,1.453,34.9772,6702
42,130,127.5,112.5,36.537266,27.7488,1.4444,37.0922,6703
43,130,130.5,112.5,36.631313,27.6622,1.4502,66.8791,6704
44,130,133.5,112.5,36.695381,27.4037,1.4679,72.6992,6705
45,130,136.5,112.5,36.69812,27.3154,1.4383,72.7572,6706
46,130,139.5,112.5,36.672894,27.3023,1.4935,52.7661,6707
47,130,142.5,112.5,36.723572,27.1554,1.5788,46.209,6708
48,130,145.5,112.5,36.969131,26.7005,0.2849,60.3335,6709
49,130,148.5,112.5,37.074219,26.5175,1.5003,49.8031,6710
50,130,151.5,112.5,37.207054,26.3226,1.7085,75.8447,6711
51,130,154.5,112.5,37.33971,26.1542,1.7177,72.6517,6712
52,130,157.5,112.5,37.370945,26.1459,1.5491,72.7052,6713
53,130,160.5,112.5,37.166698,26.5731,1.8965,70.6626,6714
54,130,163.5,112.5,37.124138,26.7934,1.8582,71.9885,6715
55,130,166.5,112.5,37.032066,27.1287,1.7231,71.6984,6716
56,130,169.5,112.5,36.884926,27.5712,1.566,71.5286,6717
57,130,172.5,112.5,36.721424,27.9825,1.3959,76.1963,6718
58,130,175.5,112.5,36.628235,28.2678,1.1601,77.4132,6719
59,130,178.5,112.5,36.531567,28.6205,0.4062,69.1618,6720
60,130,181.5,112.5,36.365379,28.8936,0.958,69.0263,6721
61,130,184.5,112.5,36.295963,29.0964,1.1268,68.7475,6722
62,130,187.5,112.5,36.237507,29.2194,1.0628,70.4518,6723
63,130,190.5,112.5,36.193008,29.2116,0.6842,78.8946,6724
64,130,193.5,112.5,36.106964,29.4215,0.687,78.8731,6725
65,130,196.5,112.5,36.000561,29.7033,0.6387,76.802,6726
66,130,199.5,112.5,35.842133,30.1812,0.5786,69.5875,6727
67,130,202.5,112.5,35.766258,30.3635,0.523,65.3613,6728
68,130,205.5,112.5,35.70295,30.5001,0.4385,64.4437,6729
69,130,208.5,112.5,35.614491,30.6311,0.3345,45.0488,6730
70,130,211.5,112.5,35.422745,30.7847,0.5079,41.0875,6731
71,130,214.5,112.5,35.158279,31.2404,1.3649,45.4504,6732
72,130,217.5,112.5,35.015266,31.5197,0.5425,37.8742,6733
73,130,220.5,112.5,34.885208,31.8198,0.5354,48.2402,6734
74,130,223.5,112.5,34.634132,32.3053,1.4745,35.2566,6735
75,130,226.5,112.5,34.507545,32.6303,1.4275,31.8939,6736
76,130,229.5,112.5,34.324715,32.9467,1.7162,43.8706,6737
77,130,232.5,112.5,34.234123,33.1783,1.7539,57.5598,6738
78,130,235.5,112.5,34.176586,33.2691,1.3268,49.7487,6739
79,130,238.5,112.5,34.135075,33.3345,0.7226,42.8882,6740
80,130,241.5,112.5,34.087543,33.4251,0.4329,39.0112,6741
81,130,244.5,112.5,33.969997,33.5499,1.5231,40.3012,6742
82,130,247.5,112.5,33.896679,33.6813,1.4471,37.8045,6743
83,130,250.5,112.5,33.826683,33.7889,1.4052,37.4744,6744
84,130,253.5,112.5,33.756062,33.9087,1.3854,33.8206,6745
85,130,256.5,112.5,33.687824,34.0398,1.4093,40.7382,6746
86,130,259.5,112.5,33.620121,34.1652,1.4321,37.4985,6747
87,130,262.5,112.5,33.555206,34.2705,1.4141,34.5539,6748
88,130,265.5,112.5,33.500553,34.3544,1.3769,31.6294,6749
89,130,268.5,112.5,33.452106,34.4383,1.3521,30.7491,6750
90,130,271.5,112.5,33.404884,34.5387,1.2645,42.0805,6751
91,130,274.5,112.5,33.36692,34.6094,1.0526,34.4562,6752
92,130,277.5,112.5,33.331299,34.6763,0.9455,31.1066,6753
93,130,280.5,112.5,33.308548,34.706,0.9571,33.9271,6754
94,130,283.5,112.5,33.298794,34.6953,0.6396,31.6423,6755
95,130,286.5,112.5,33.292725,34.6781,0.4009,30.9856,6756
96,130,289.5,112.5,33.392784,34.2468,1.5388,45.3955,6757
97,130,292.5,112.5,33.408932,34.1344,1.5364,30.704,6758
98,130,295.5,112.5,33.430767,34.0263,1.4808,30.6753,6759
99,130,298.5,112.5,33.460014,33.9099,1.3959,30.3379,6760
100,130,301.5,112.5,33.501396,33.7774,1.4299,30.4388,6761
101,130,304.5,112.5,33.54969,33.6379,1.4762,30.381,6762
102,130,307.5,112.5,33.602695,33.4923,1.4446,28.9517,6763
103,130,310.5,112.5,33.660931,33.3393,1.405,30.3497,6764
104,130,313.5,112.5,33.724979,33.1751,1.3572,30.4223,6765
105,130,316.5,112.5,33.791592,33.0143,1.3082,30.6053,6766
106,130,319.5,112.5,33.858376,32.8671,1.2848,30.635,6767
107,130,322.5,112.5,33.92054,32.7423,1.2637,30.9712,6768
108,130,325.5,112.5,33.97057,32.6462,1.186,31.6923,6769
109,130,328.5,112.5,34.01054,32.5646,1.1206,32.0822,6770
110,130,331.5,112.5,34.039291,32.4954,0.9614,34.7956,6771
111,130,334.5,112.5,34.071991,32.4,0.949,31.4547,6772
112,130,337.5,112.5,34.095924,32.3062,0.6153,30.5633,6773
113,130,340.5,112.5,34.123661,32.2115,0.3868,28.2461,6774
114,130,343.5,112.5,34.446552,31.3838,1.5232,32.7067,6775
115,130,346.5,112.5,34.564823,31.0854,1.7967,37.9522,6776
116,130,349.5,112.5,34.674152,30.8281,1.9986,56.6377,6777
117,130,352.5,112.5,34.769508,30.6161,2.0496,57.517,6778
118,130,355.5,112.5,34.860672,30.4286,2.0173,60.0068,6779
119,130,358.5,112.5,34.97076,30.223,1.9799,61.7828,6780
120,130,361.5,112.5,35.059032,30.0674,1.9451,63.5167,6781
121,130,364.5,112.5,35.13633,29.9344,1.9075,62.2039,6782
122,130,367.5,112.5,35.214382,29.7955,1.881,62.5049,6783
123,130,370.5,112.5,35.29213,29.6594,1.8715,60.0001,6784
124,130,373.5,112.5,35.371845,29.5229,1.8578,59.8679,6785
125,130,376.5,112.5,35.450417,29.3897,1.8453,59.7639,6786
126,130,379.5,112.5,35.527939,29.2608,1.8159,59.93,6787
127,130,382.5,112.5,35.596996,29.154,1.7732,61.7938,6788
128,130,385.5,112.5,35.66288,29.0609,1.6674,60.7356,6789
129,130,388.5,112.5,35.707405,28.9992,1.5598,41.451,6790
130,130,391.5,112.5,35.767544,28.9048,1.4698,38.5399,6791
131,130,394.5,112.5,35.821556,28.8244,1.3851,37.9088,6792
132,130,397.5,112.5,35.87326,28.7298,1.2963,42.267,6793
133,130,400.5,112.5,35.914009,28.6498,1.2207,36.434,6794
134,130,403.5,112.5,35.951408,28.5799,1.0433,34.3531,6795
135,130,406.5,112.5,35.999626,28.4926,1.009,35.7071,6796
136,130,409.5,112.5,36.061535,28.3705,0.6741,38.144,6797
137,130,412.5,112.5,36.132191,28.2488,0.4002,42.4077,6798
138,130,415.5,112.5,36.56657,27.2782,1.6806,57.387,6799
139,130,418.5,112.5,36.642174,27.1447,1.5489,57.0113,6800
140,130,421.5,112.5,36.693317,27.0489,1.3291,55.809,6801
141,130,424.5,112.5,36.74221,26.9688,1.1633,56.0522,6802
142,130,427.5,112.5,36.830544,26.8748,0.9463,57.1616,6803
